Video Title,Channel,Comment Author,Comment,Likes
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,nicole stewart,Years ago They used to sell this L’Oréal true match mineral powder with a brush. The brush was really ruff but the product was awesome except it was too dry. So this one could be good,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Romana Návesníková,"You are such a good role model for our young girls Shan, no rash can stop you. Other youtubers would be like &quot;no, i don&#39;t look 100% perfect, so I&#39;m not going to film, no one can see me like this&quot;. But you are like &quot;f**k it, I have a rash on my eye, so I film a foundation first impression only. Done.&quot;. I love how real you are. You are such an amazing person, no one is always perfect and it&#39;s NORMAL, it&#39;s life. It&#39;s sooo refreshing to see it on social media. Thank you for beeing JUST YOU. Love you &lt;3",73
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Caitlin Quinn,"Ditto what other people have said xx I think it&#39;s the shutter speed or frame rate. You can try changing one at a time :) It does look cool though, kinda dreamy! Be curious how other powder/compact foundations stack up? Hope you&#39;re having a good day! I&#39;m full of allergies today but sitting listening to the birds :)",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Katie May,I’ve never tried a powder foundation but definitely interested to try this!,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Shen,YESSS!!! I kept seeing this on tiktok but I still wasn’t convinced! I was hoping you would try this bc I trust your opinion and you always give a fair test!,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,edwardiluvu,I swear Shannon says something about the clouds and lighting changes every video ????<br>Love you so so much!! You&#39;re quite literally the reason I got into makeup ?,14
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Family Videos,That foundation really does rock!!! But I prefer liquid foundation. If I had to pick ONE powder foundation— it’s the Loreal.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jenniicaroline,"you look amazing! this powder foundation reminds me of the maybelline long wear powder foundation by this review, I am going to have to try it! :)",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jessica Link,"Seriously, it&#39;s the sponge Not the powder...&quot;goes to bang head on wall&quot;",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Hollie Elvey,"You need to use some Dermaid on your eyelids, can get it from the chemist :) i always get it from make up, Or super rish skin care! Xxx it will fix it in2 days x",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,Love you girl!!!,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,Your skin looks flawless,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,"Trust me,just use a damp blender to pat it in after ward hun.",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,It gets glowing and sets in after bout an hour or 2.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,Im surprised you dont like it.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,I actually love using my milk gripper primer with it.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,"I always use the sponge that comes with it and then oat it in with a barely damp <a href=""http://blender.it/"">blender.it</a> is perfect for at least 8 good hrs.on Me.OH!And its so buildable,if you want more coverage you just keep adding and it builds beautifully.",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,"I have t tried good apple yet,but ive only seen one bad review the rest are great!!!",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,You can find every shade so easy in Arkansas where I live.I ought to buy a bunch and put on my Mercari!,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christy Woods,"I got this and The Patrick Star one and Like both,but this one is so much better coverage and just perfect feel to it.But Oversize is ok to.But this one is Amazeballs!!!",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,CeciWolfCat7,I really hope everything is okay and whatever it is gets better soon!??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Anita,Very nice dear,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Helen Hirsch,"I,m 56 and I have fine hairs like you and some fine lines and the sponge made it look terrible. However a brush made a beautiful finish and I love this product now!",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,N G,I got a rash like that from using the essence concealer!!! It lasted for just over 6 months ?? I’m sure it was because it was heavily fragranced,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Cathy Wellman,Really nice tyfs,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,spacealien_xx,I use this for setting my face and I LOVE IT not cakey if you don’t use too much,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,shamelesslykristen,"Hey, Shan! You probably figured out the camera situation already but it looks to be an issue with the shutter speed or frame rate. If you can up the frame rate, it should resolve this.",7
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Alexis n Mum,What do you use on your brows?,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Zen Rivas,Damn ghurl you&#39;re glowing...why are you soooo pretty though..????????. .i&#39;m definitely getting that product thank goodness for online shopping coz it&#39;s difficult to have these products here in the philippines.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Selin Doygun,For some reason this gave me like 2012-13 shaaanxo vibes ?? took me back ??,41
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christina,I would really like to see you use it with all of the additional products ??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Beverly Collins,Angie Schmidt at YouTube channel HotandFlashy used this and she said the same thing about covering pores and texture. She&#39;s 58. And she does not look her age because of the way she takes care of her skin with her Retin-A that she gets from Curology. She&#39;s also an Ambassador for Curology. You may remember her from her Good Morning America interview that she had a couple of weeks ago. She&#39;s also done interviews for Neutrogena with Nicole Kidman and Jennifer Garner if that helps anyone remember who she is. She is an absolute skincare perfectionist. She did a video a couple of weeks ago with pH test strips to show which products are trying to sell you a pretty container with mostly water in it and those who sell the actual product they claim it is with the correct pH level. The pH level of your skin care products really does matter. Her father is a chemist and developed a body wash that comes in plastic like the Tide laundry detergent that dissolves in the shower when you use the soap. If anyone is seriously interested in having better skin when you&#39;re Angie&#39;s age she is the best.,2
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Steff L,HAHAHA ???? <b>I look like I have a beard</b> YOU KILL ME,17
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,OneCueT - Kristi,Any powder foundation clings to peach fuzz hair. The whole point of powder foundation is to be quick n easy. It&#39;s not quick or easy if I have to shave my face every time before using it. I tend to gravitate towards my liq foundations. I have dry skin so this type foundation looks cakey on me. A powder foundation is useful to add a quick little coverage. When its applied with a brush. I can see it being in an oily person arsenal.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Darlene Bennett,"I know Jessica Braun likes this powder with a bb cream or something with low coverage just to add something but she only uses a little bit. She also really likes the Age Perfect powder. I haven&#39;t tried these yet, so I don&#39;t really know but thought I&#39;d share. ??",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Darlene White,Most women do shave the “peach fuzz” lol I know I do,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Vanessa S,"I just went on to the chemist warehouse website to see if it was available for me to buy, and the directions say you can use with a damp sponge for a “cream-like consistency” - just thought I’d let you know if you were going to try it again :)",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,celeste lourens,Glad to see an honest review I have no clue when it comes to foundations and when I&#39;ve gone to get matched they legit tell me I don&#39;t need it ?? I call bs so Im learning slowly.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Aundrea Lauzon,"I definitely have to try this, but I have to make sure my face is shaved. LOL",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,rebecca lazzell,Hope the drama goes away shan! I can relate because i like literally cant deal with drama never been the one to create drama so when im dragged into it im super stressed!,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,h p,in the future if i have nothing to say ill just comment an emoji or like dots cause i heard it helps with the analytics and to grow your channel so pls just dont think im weird lol,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Britt Nicole,I love it when im feeling lazy or on hot days and i dont want liquid foundation on,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,mariange88,I am shade 420 in the regular freshwear foundation. Does anyone know which shade I can purchase for the powder one? ??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Lauren Tenenbaum,How would you compare it to the fenty powder foundation? ??,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jessica Freitag,"So funny... I’ve been trying to get my almost 3 month old to sleep for a couple hours now and was watching this on my phone and the dogs barking totally woke her up ??????<br>Anyway, question for the beauty guru! Are you supposed to avoid your under eye area when using regular moisturizer, and JUST use under eye cream, or is it ok to put the regular moisturizer under and layer the eye cream on top or vice versa...? ??<br>Doubt you’ll read this, but figured I’d give it a shot! Can’t get a straight answer from the Goog. ??????????????",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Stephanie's A Slut,"I hate tik tok it&#39;s so annoying, unpopular opinion?",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Tina Rosensteel,Keep us posted when you use it next. Thanks for putting out content during these crazy times.,2
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,dmk,"Good morning Shanon!<br>Girl, watching you is therapeutic for me. I hv you playing on the background almost all the time. Especially when cooking &amp; sleeping. I just put you on and listen :)",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,chelseahadden1,If you try again with primer and setting spray please film!!!xox,8
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Amelia Fraser,Where did you buy it from?,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Rebecca W,OMG now it looks absolutely gorgeous once you put bronzer and highlighter on ????????,16
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Rebecca W,I use it as a setting power over foundation and I find it perfectly fine no caking no powdery affect but I didn’t like it as a foundation alone,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Kristin Kouke,"re: the technical issue, it seems like the camera FPS is below 24fps giving that “lag” look",2
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Belinda crump,"I feel like it would of been a cool video idea if you tried this foundation in 3 different ways and put it all on the one video. <br>Eg. 1. Applied how you did. 2. Applied with a wet sponge. 3. Used to set a liquid foundation. <br>Now I am left curious how all those ideas you suggested would work. <br>Still a good video though, I really enjoyed it. Lots of love xx",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Tamati Nicholas,I thought you were going to add a lil clip using a damp beauty blender at the end..lol,4
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Victoria M.,"Ok, here in Brazil this will cost SO MUCH. hate this ??",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Victoria M.,Omg looks like Mac powder studio fix??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Lisa Mahan,I&#39;ve been using their liquid foundation since Tati Westbrook raved about it a couple yrs ago. It&#39;s so good!!,8
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Eduardo Campos,"This was such a mess for me, I absolutely hate this foundation! It was dry and cakey... want a good powder foundation? Go for the Nars all day luminous powder foundation (not as full coverage) but sooooooo gorge!",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Joanne Tran,Merci,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,beverley steele,"moisture mist was my everyday love all through the 90&#39;s, can you find a equilivent for us older girls i would appreciate so <a href=""http://much.wow/"">much.Wow</a> that powder looks beautiful on you xx",6
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,anoushay ahmed,I love this powder foundation also try fresh wear liquid foundation it&#39;s amazing??,2
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,B,Please don’t use L’Oréal :( they’re not cruelty free!!!! :(,1
